index,message,true_label,stages_used,confidences,final_prediction,final_stage,cost,latency_ms
442,and picking them up from various points going 2 yeovil and they will do the motor project 4 3 hours and then u take them home 12 2 5 30 max very easy,0,"[1, 2]","{'stage1': 0.044699362076967536, 'stage2': 0.1932900828703547, 'stage2_fallback': True}",0,2,0.0,14.116764068603516
443,did you get any gift this year i didnt get anything so bad,0,"[1, 2]","{'stage1': 0.04169691901777834, 'stage2': 0.1985723107149377, 'stage2_fallback': True}",0,2,0.0,2.0034313201904297
444,yunny i m walking in citylink now faster come down me very hungry,0,[1],{'stage1': 0.028458368311187136},0,1,0.0,16.834497451782227
445,k did you call me just now ah,0,"[1, 2]","{'stage1': 0.08077550525093047, 'stage2': 0.11581836163172056}",0,2,0.0,9.26065444946289
446,y she dun believe leh i tot i told her it s true already i thk she muz c us tog then she believe,0,[1],{'stage1': 0.020300861911179836},0,1,0.0,0.0
447,get the official england poly ringtone or colour flag on yer mobile for tonights game text tone or flag to 84199 optout txt eng stop box39822 w111wx 1 50,1,[1],{'stage1': 0.9225868280735361},1,1,0.0,15.479087829589844
448,gd luck 4 ur exams,0,"[1, 2]","{'stage1': 0.11901654285141444, 'stage2': 0.16913365406127703, 'stage2_fallback': True}",0,2,0.0,0.0
449,hope this text meets you smiling if not then let this text give you a reason to smile have a beautiful day,0,"[1, 2]","{'stage1': 0.11877819760030778, 'stage2': 0.25722812801141026, 'stage2_fallback': True}",0,2,0.0,20.198822021484375
450,yeah give me a call if you ve got a minute,0,"[1, 2]","{'stage1': 0.055027863930102706, 'stage2': 0.17204535297779702, 'stage2_fallback': True}",0,2,0.0,9.909391403198242
451,we have sent jd for customer service cum accounts executive to ur mail id for details contact us,0,[1],{'stage1': 0.36319414605146777},1,1,0.0,6.072282791137695
452,you ve already got a flaky parent it snot supposed to be the child s job to support the parent not until they re the ride age anyway i m supposed to be there to support you and now i ve hurt you unintentional but hurt nonetheless,0,"[1, 2]","{'stage1': 0.06181130983908978, 'stage2': 0.17091002710732103, 'stage2_fallback': True}",0,2,0.0,11.326789855957031
453,single line with a big meaning miss anything 4 ur best life but,0,"[1, 2]","{'stage1': 0.08324699935550492, 'stage2': 0.17147726710679403, 'stage2_fallback': True}",0,2,0.0,0.0
454,die i accidentally deleted e msg i suppose 2 put in e sim archive haiz i so sad,0,"[1, 2]","{'stage1': 0.05629830572251962, 'stage2': 0.26471042526592115, 'stage2_fallback': True}",0,2,0.0,16.629695892333984
455,hello beautiful r u ok i ve kinda ad a row wiv and he walked out the pub i wanted a night wiv u miss u,0,"[1, 2]","{'stage1': 0.05331922272606185, 'stage2': 0.15186245133716786, 'stage2_fallback': True}",0,2,0.0,13.299226760864258
456,aight i ve been set free think you could text me blake s address it occurs to me i m not quite as sure what i m doing as i thought i was,0,"[1, 2]","{'stage1': 0.05669378082978603, 'stage2': 0.3029915485188841, 'stage2_fallback': True}",0,2,0.0,9.368181228637695
457,yeh indians was nice tho it did kane me off a bit he he we shud go out 4 a drink sometime soon mite hav 2 go 2 da works 4 a laugh soon love pete x x,0,[1],{'stage1': 0.011886878706110581},0,1,0.0,8.447647094726562
458,winner as a valued network customer you hvae been selected to receive a 900 reward to collect call 09061701444 valid 24 hours only acl03530150pm,1,[1],{'stage1': 0.7157238227753231},1,1,0.0,0.0
459,no worries hope photo shoot went well have a spiffing fun at workage,0,"[1, 2]","{'stage1': 0.029397905554569115, 'stage2': 0.16690785126549232, 'stage2_fallback': True}",0,2,0.0,15.844106674194336
460,k k its good when are you going,0,[1],{'stage1': 0.013944879864102951},0,1,0.0,11.569976806640625
461,normally i use to drink more water daily,0,"[1, 2]","{'stage1': 0.10727142505887823, 'stage2': 0.16515206911231142, 'stage2_fallback': True}",0,2,0.0,4.00543212890625
462,sorry that took so long omw now,0,[1],{'stage1': 0.028495462727552993},0,1,0.0,0.0
463,refused a loan secured or unsecured can t get credit call free now 0800 195 6669 or text back help we will,1,[1],{'stage1': 0.6793732646855234},1,1,0.0,15.94400405883789
464,me also da i feel yesterday night wait til 2day night dear,0,[1],{'stage1': 0.02224058422526664},0,1,0.0,0.0
465,talk sexy make new friends or fall in love in the worlds most discreet text dating service just text vip to 83110 and see who you could meet,1,[1],{'stage1': 0.4698912295372481},1,1,0.0,21.49033546447754
466,k k why cant you come here and search job,0,[1],{'stage1': 0.028580590761326862},0,1,0.0,9.50169563293457
467,ha then we must walk to everywhere cannot take tram my cousin said can walk to vic market from our hotel,0,"[1, 2]","{'stage1': 0.09225583184654385, 'stage2': 0.1760542081109174, 'stage2_fallback': True}",0,2,0.0,8.49604606628418
468,babe i miiiiiiissssssssss you i need you i crave you geeee i m so sad without you babe i love you,0,"[1, 2]","{'stage1': 0.03131057785970196, 'stage2': 0.15646933151720507, 'stage2_fallback': True}",0,2,0.0,8.271455764770508
469,turns out my friends are staying for the whole show and won t be back til lt gt so feel free to go ahead and smoke that lt gt worth,0,"[1, 2]","{'stage1': 0.043941118413212, 'stage2': 0.17780424558836788, 'stage2_fallback': True}",0,2,0.0,0.0
470,its ok if anybody asks abt me u tel them p,0,[1],{'stage1': 0.012625143967753353},0,1,0.0,19.603967666625977
471,hi wkend ok but journey terrible wk not good as have huge back log of marking to do,0,"[1, 2]","{'stage1': 0.05288214401384247, 'stage2': 0.23077938924611224, 'stage2_fallback': True}",0,2,0.0,10.754585266113281
472,nah i m a perpetual dd,0,"[1, 2]","{'stage1': 0.057721941254479915, 'stage2': 0.1979682973959995, 'stage2_fallback': True}",0,2,0.0,1.745462417602539
473,honey boo i m missing u,0,"[1, 2]","{'stage1': 0.05525099249456775, 'stage2': 0.11514491894722612}",0,2,0.0,15.936851501464844
474,you are a big chic common declare,0,"[1, 2]","{'stage1': 0.06282620773338231, 'stage2': 0.21702645083697164, 'stage2_fallback': True}",0,2,0.0,0.0
475,actually getting ready to leave the house,0,"[1, 2]","{'stage1': 0.05285885694434916, 'stage2': 0.1478191886081163}",0,2,0.0,18.75448226928711
476,ok,0,[1],{'stage1': 0.014554591148566515},0,1,0.0,13.90385627746582
477,night sweet sleep well i ve just been to see the exorcism of emily rose and may never sleep again hugs and snogs,0,"[1, 2]","{'stage1': 0.048234436752288216, 'stage2': 0.17632865763783312, 'stage2_fallback': True}",0,2,0.0,0.0
478,hello my love how went your day are you alright i think of you my sweet and send a jolt to your heart to remind you i love you can you hear it i screamed it across the sea for all the world to hear ahmad al hallaq is loved and owned possessive passionate kiss,0,"[1, 2]","{'stage1': 0.04531232505037644, 'stage2': 0.14653327987065845}",0,2,0.0,21.509408950805664
479,dunno lei all decide lor how abt leona oops i tot ben is going n i msg him,0,"[1, 2]","{'stage1': 0.03010720595311099, 'stage2': 0.16317832099221882, 'stage2_fallback': True}",0,2,0.0,8.850574493408203
480,yeah i think my usual guy s still passed out from last night if you get ahold of anybody let me know and i ll throw down,0,[1],{'stage1': 0.020570670086989085},0,1,0.0,4.008054733276367
481,i m still pretty weak today bad day,0,"[1, 2]","{'stage1': 0.037065458176381044, 'stage2': 0.12698646529263355}",0,2,0.0,11.822223663330078
482,edison has rightly said a fool can ask more questions than a wise man can answer now you know why all of us are speechless during viva gm,0,"[1, 2]","{'stage1': 0.07303122534926747, 'stage2': 0.26897536747438905, 'stage2_fallback': True}",0,2,0.0,11.88969612121582
483,how i noe did specify da domain as nusstu still in sch,0,[1],{'stage1': 0.016849141662742588},0,1,0.0,9.382486343383789
484,goodnight sleep well da please take care pa please,0,"[1, 2]","{'stage1': 0.03113193753742473, 'stage2': 0.11719609487822603}",0,2,0.0,10.606527328491211
485,no rushing i m not working i m in school so if we rush we go hungry,0,[1],{'stage1': 0.021545828527141327},0,1,0.0,8.022308349609375
486,dear where you call me,0,"[1, 2]","{'stage1': 0.052621054902104614, 'stage2': 0.17506494404061318, 'stage2_fallback': True}",0,2,0.0,7.7304840087890625
487,havent shopping now lor i juz arrive only,0,"[1, 2]","{'stage1': 0.08925551178675148, 'stage2': 0.08768647715921309}",0,2,0.0,10.941028594970703
488,check wid corect speling i e sarcasm,0,"[1, 2]","{'stage1': 0.06709902614717456, 'stage2': 0.15936550808918784, 'stage2_fallback': True}",0,2,0.0,12.603521347045898
489,send to someone else,0,"[1, 2]","{'stage1': 0.15580437531699132, 'stage2': 0.2525704191183546, 'stage2_fallback': True}",0,2,0.0,11.150121688842773
490,i m doing da intro covers energy trends n pros n cons brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages,0,"[1, 2]","{'stage1': 0.03582420630511482, 'stage2': 0.26397657213171016, 'stage2_fallback': True}",0,2,0.0,9.121179580688477
491,sms services for your inclusive text credits pls gotto login 3qxj9 unsubscribe with stop no extra charge help 08702840625 comuk 220cm2 9ae,1,[1],{'stage1': 0.7653311533619852},1,1,0.0,4.182577133178711
492,that s y we haf to combine n c how lor,0,[1],{'stage1': 0.02398906637901206},0,1,0.0,0.0
493,no de am seeing in online shop so that i asked,0,[1],{'stage1': 0.021134314844145338},0,1,0.0,15.768051147460938
494,no thank you you ve been wonderful,0,"[1, 2]","{'stage1': 0.06081388410145406, 'stage2': 0.2669791565230883, 'stage2_fallback': True}",0,2,0.0,15.828132629394531
495,when you just put in the sign choose my number and the pin will show right,0,"[1, 2]","{'stage1': 0.03883046825735404, 'stage2': 0.2724613427461898, 'stage2_fallback': True}",0,2,0.0,0.0
496,anything lor if they all go then i go lor,0,[1],{'stage1': 0.02350728195477781},0,1,0.0,16.115903854370117
497,no 1 nokia tone 4 ur mob every week just txt nok to 87021 1st tone free so get txtin now and tell ur friends 150p tone 16 reply hl 4info,1,[1],{'stage1': 0.8316113035248558},1,1,0.0,0.0
498,i dun believe u i thk u told him,0,"[1, 2]","{'stage1': 0.031228819873254744, 'stage2': 0.10424383714561787}",0,2,0.0,19.620180130004883
499,good do you think you could send me some pix i would love to see your top and bottom,0,"[1, 2]","{'stage1': 0.07787862908388898, 'stage2': 0.17557513098033067, 'stage2_fallback': True}",0,2,0.0,7.490634918212891
500,haha my legs and neck are killing me and my amigos are hoping to end the night with a burn think i could swing by in like an hour,0,"[1, 2]","{'stage1': 0.0398063410379053, 'stage2': 0.18986157261088454, 'stage2_fallback': True}",0,2,0.0,4.780769348144531
501,k i will sent it again,0,"[1, 2]","{'stage1': 0.02991723009561163, 'stage2': 0.24759159594676194, 'stage2_fallback': True}",0,2,0.0,16.121864318847656
502,dunno my dad said he coming home 2 bring us out 4 lunch yup i go w u lor i call u when i reach school lor,0,[1],{'stage1': 0.020489776728484572},0,1,0.0,0.0
503,are you being good baby,0,"[1, 2]","{'stage1': 0.03336194367245187, 'stage2': 0.18017286311914837, 'stage2_fallback': True}",0,2,0.0,15.63119888305664
504,1 tension face 2 smiling face 3 waste face 4 innocent face 5 terror face 6 cruel face 7 romantic face 8 lovable face 9 decent face lt gt joker face,0,[1],{'stage1': 0.028656326371915775},0,1,0.0,0.0
505,sorry i ll call later,0,"[1, 2]","{'stage1': 0.03532059026545395, 'stage2': 0.18267692122421322, 'stage2_fallback': True}",0,2,0.0,15.715837478637695
506,why nothing ok anyway give me treat,0,[1],{'stage1': 0.022252082811555357},0,1,0.0,16.00813865661621
507,we re on the opposite side from where we dropped you off,0,"[1, 2]","{'stage1': 0.06222863609990572, 'stage2': 0.16489312748963977, 'stage2_fallback': True}",0,2,0.0,0.0
508,happy valentines day i know its early but i have hundreds of handsomes and beauties to wish so i thought to finish off aunties and uncles 1st,0,"[1, 2]","{'stage1': 0.043419557259056385, 'stage2': 0.23639493801381478, 'stage2_fallback': True}",0,2,0.0,19.414901733398438
509,new textbuddy chat 2 horny guys in ur area 4 just 25p free 2 receive search postcode or at gaytextbuddy com txt one name to 89693 08715500022 rpl stop 2 cnl,1,[1],{'stage1': 0.8040893913033677},1,1,0.0,8.009910583496094
510,your pussy is perfect,0,[1],{'stage1': 0.3100791256415418},1,1,0.0,7.752180099487305
511,i might come to kerala for 2 days so you can be prepared to take a leave once i finalise dont plan any travel during my visit need to finish urgent works,0,"[1, 2]","{'stage1': 0.05397944012004958, 'stage2': 0.1276188009072817}",0,2,0.0,10.015249252319336
512,no messages on her phone i m holding it now,0,"[1, 2]","{'stage1': 0.10333314549460473, 'stage2': 0.20184278123036262, 'stage2_fallback': True}",0,2,0.0,2.1927356719970703
513,am okay will soon be over all the best,0,"[1, 2]","{'stage1': 0.05316009469686075, 'stage2': 0.10213871292612486}",0,2,0.0,15.825510025024414
514,yup i thk they r e teacher said that will make my face look longer darren ask me not 2 cut too short,0,[1],{'stage1': 0.016066810270114983},0,1,0.0,0.0
515,he is there you call and meet him,0,"[1, 2]","{'stage1': 0.0693928924286719, 'stage2': 0.15899882559307177, 'stage2_fallback': True}",0,2,0.0,20.055770874023438
516,will do was exhausted on train this morning too much wine and pie you sleep well too,0,[1],{'stage1': 0.02371309931786423},0,1,0.0,6.008625030517578
517,eerie nokia tones 4u rply tone title to 8007 eg tone dracula to 8007 titles ghost addamsfa munsters exorcist twilight pobox36504w45wq 150p,1,[1],{'stage1': 0.5894627245005649},1,1,0.0,8.732080459594727
518,i hope your alright babe i worry that you might have felt a bit desparate when you learned the job was a fake i am here waiting when you come back my love,0,[1],{'stage1': 0.016836716167594537},0,1,0.0,7.752180099487305
519,lol yeah at this point i guess not,0,"[1, 2]","{'stage1': 0.030261693316322346, 'stage2': 0.19130111115996526, 'stage2_fallback': True}",0,2,0.0,5.013704299926758
520,and by when you re done i mean now,0,"[1, 2]","{'stage1': 0.06368193050911981, 'stage2': 0.10193972456503783}",0,2,0.0,16.688823699951172
521,say this slowly god i love you amp i need you clean my heart with your blood send this to ten special people amp u c miracle tomorrow do it pls pls do it,0,"[1, 2]","{'stage1': 0.03885542953077245, 'stage2': 0.1841134500427118, 'stage2_fallback': True}",0,2,0.0,9.493112564086914
522,i ve reached home finally,0,"[1, 2]","{'stage1': 0.03245485809480044, 'stage2': 0.1794599180833282, 'stage2_fallback': True}",0,2,0.0,5.794286727905273
523,s fine anytime all the best with it,0,"[1, 2]","{'stage1': 0.06753250066843841, 'stage2': 0.07805698765520781}",0,2,0.0,0.0
524,pls i wont belive god not only jesus,0,"[1, 2]","{'stage1': 0.04090317865725537, 'stage2': 0.10740125575914393}",0,2,0.0,15.894651412963867
525,goodo yes we must speak friday egg potato ratio for tortilla needed,0,"[1, 2]","{'stage1': 0.07744920809662922, 'stage2': 0.1807572291109421, 'stage2_fallback': True}",0,2,0.0,15.848636627197266
